id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1260359027026014210,1260311006624038915,2020-05-13 07:59:43 CST,2020-05-13,07:59:43,+0800,103919118,dadarocks,DaDa Rocks!,,@AmazingCanCan Classic mode plugin is still on every site I use.,en,[],[],[],0,0,0,[],[],https://twitter.com/dadarocks/status/1260359027026014210,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'AmazingCanCan', 'name': 'CanCan', 'id': '14928556'}]",,,,
1260358634002944001,1260293655220420615,2020-05-13 07:58:09 CST,2020-05-13,07:58:09,+0800,87019752,koimtv,"Ko Im, MS",,"@thelindsayjoie For sure, it gets you out of one-way talking!",en,[],[],[],1,0,0,[],[],https://twitter.com/koimtv/status/1260358634002944001,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'thelindsayjoie', 'name': 'Lindsay Hamilton', 'id': '36528496'}]",,,,
1260356023866527750,1260355090168365056,2020-05-13 07:47:47 CST,2020-05-13,07:47:47,+0800,283724636,ryanfieldabc,Ryan Field,,@freep I think we call that “smart money”,en,[],[],[],1,0,25,[],[],https://twitter.com/RyanFieldABC/status/1260356023866527750,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'freep', 'name': 'Detroit Free Press', 'id': '8795772'}]",,,,
1260355517442134018,1260222073500241928,2020-05-13 07:45:46 CST,2020-05-13,07:45:46,+0800,3075845932,jaynordlinger,Jay Nordlinger,,Since I’m on a little kick ... There used to be a distinction between “healthy” and “healthful.” About three of us still observe it. “Healthful” means “conducive to health.” Your breakfast isn’t healthy — it’s healthful — but it could make you healthy. #DinosaurTalk,en,[],[],[],4,4,68,['dinosaurtalk'],[],https://twitter.com/jaynordlinger/status/1260355517442134018,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,[],,,,
1260351921619177473,865217951062011904,2020-05-13 07:31:28 CST,2020-05-13,07:31:28,+0800,1383020694,chelseafilm,Chelsea Film Festival,,@JohnLukeNYC @SteveGjesdal @rnash4308357 @CMattocks1 @nyjets @NYJetsJets @davidmeltzer @mattyrock2k @RobAurelius @ctmascaro @SusanGKomen @HeidiHmoretti @Texasbrits @DrJimmyStar @DrJeffersnBoggs @PChemin18 @celebwhogive @EBElliots @KTLA @loveGoldenHeart @andyoc Happy birthday John!!,en,[],[],[],7,2,8,[],[],https://twitter.com/chelseafilm/status/1260351921619177473,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'JohnLukeNYC', 'name': 'John Luke', 'id': '1108807484'}, {'screen_name': 'SteveGjesdal', 'name': 'SteveGjesdal', 'id': '860173364'}, {'screen_name': 'rnash4308357', 'name': 'richard nash', 'id': '2917006096'}, {'screen_name': 'CMattocks1', 'name': 'Charles Mattocks', 'id': '22139847'}, {'screen_name': 'nyjets', 'name': 'New York Jets', 'id': '17076218'}, {'screen_name': 'NYJetsJets', 'name': 'NY JETS JETS', 'id': '92148210'}, {'screen_name': 'davidmeltzer', 'name': 'David Meltzer', 'id': '45637882'}, {'screen_name': 'mattyrock2k', 'name': 'Matty Rock', 'id': '1338852675467816960'}, {'screen_name': 'RobAurelius', 'name': 'ROB AURELIUS®', 'id': '182042611'}, {'screen_name': 'ctmascaro', 'name': 'Chris Mascaro', 'id': '158436482'}, {'screen_name': 'SusanGKomen', 'name': 'Susan G. Komen', 'id': '16244789'}, {'screen_name': 'HeidiHmoretti', 'name': 'TheHealthyRD', 'id': '2281686800'}, {'screen_name': 'Texasbrits', 'name': 'David Kay On A&E TV', 'id': '154256457'}, {'screen_name': 'DrJimmyStar', 'name': 'Jimmy Star', 'id': '26570863'}, {'screen_name': 'DrJeffersnBoggs', 'name': '♦️ Lucky Jefferson 500K 🌊🌊🌊', 'id': '15274836'}, {'screen_name': 'PChemin18', 'name': 'Pascal Chemin', 'id': '1547428428'}, {'screen_name': 'celebwhogive', 'name': 'Celebrities Who Give', 'id': '613684183'}, {'screen_name': 'EBElliots', 'name': ""EB Elliot's"", 'id': '109319123'}, {'screen_name': 'KTLA', 'name': 'KTLA', 'id': '10252962'}, {'screen_name': 'loveGoldenHeart', 'name': '💛Christina Goebel, M.A.', 'id': '911844515706744832'}, {'screen_name': 'andyoc', 'name': ""Andrew O'connor ™"", 'id': '903507919'}]",,,,
1260351181781688320,1260348875254034432,2020-05-13 07:28:32 CST,2020-05-13,07:28:32,+0800,283724636,ryanfieldabc,Ryan Field,,@jacobu @FS1 @FOXSports The GREATEST of all WrestleMania’s,en,[],[],[],1,0,5,[],[],https://twitter.com/RyanFieldABC/status/1260351181781688320,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'jacobu', 'name': 'Jacob Ullman', 'id': '20694658'}, {'screen_name': 'FS1', 'name': 'FS1', 'id': '1358062944'}, {'screen_name': 'FOXSports', 'name': 'FOX Sports', 'id': '16877611'}]",,,,
1260350471358812160,1260350471358812160,2020-05-13 07:25:43 CST,2020-05-13,07:25:43,+0800,2192069886,rosebudbaker,rosebud baker,,"Contagion was a great first week of quarantine movie, but it’s ruined now. Not ONE person yelled at Matt Damon for going mask-less.",en,[],[],[],2,2,28,[],[],https://twitter.com/rosebudbaker/status/1260350471358812160,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,[],,,,
1260349675691028480,1260201200173101062,2020-05-13 07:22:33 CST,2020-05-13,07:22:33,+0800,97599082,tannenbaumr,Rob Tannenbaum,,@EricTrump How the turns have tabled! The tiger is now truly out of the barn! Down is away and up is far-fetched!,en,[],[],[],23,38,640,[],[],https://twitter.com/tannenbaumr/status/1260349675691028480,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'EricTrump', 'name': 'Eric Trump', 'id': '39349894'}]",,,,
1260349010214297601,1260339660892639233,2020-05-13 07:19:54 CST,2020-05-13,07:19:54,+0800,19909797,rileycnbc,Riley de León,,@Twitter the time is now,en,[],[],[],0,0,0,[],[],https://twitter.com/RileyCNBC/status/1260349010214297601,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'Twitter', 'name': 'Twitter', 'id': '783214'}]",,,,
1260346050876977154,1260344375789473795,2020-05-13 07:08:09 CST,2020-05-13,07:08:09,+0800,19909797,rileycnbc,Riley de León,,@stevekovach less than 20 minutes to close the deal,en,[],[],[],0,0,1,[],[],https://twitter.com/RileyCNBC/status/1260346050876977154,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'stevekovach', 'name': 'Steve Kovach', 'id': '17198424'}]",,,,
1260345624534421505,1260343103615049735,2020-05-13 07:06:27 CST,2020-05-13,07:06:27,+0800,750696816681840640,jamesfdennin,James Dennin,,@_Cooper @josephlongo_ That turnaround time... What a pro,en,[],[],[],1,0,3,[],[],https://twitter.com/JamesFDennin/status/1260345624534421505,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': '_Cooper', 'name': 'Cooper Fleishman', 'id': '160123057'}, {'screen_name': 'josephlongo_', 'name': 'Joseph Longo', 'id': '919634156'}]",,,,
1260345516908568576,1260345516908568576,2020-05-13 07:06:01 CST,2020-05-13,07:06:01,+0800,31129627,jfkii,James Felton Keith II ≥,,"I keep getting mail questionnaires from NY conservative Christian orgs and while I think politicians should be prepared to answer everyone, the mail is slow and you all already know who - I am - G👀gleable. Pro Choice, Health, Immigration, Climate Action, Free Ed, ⚛... #WeOweUS",en,[],[],[],1,0,4,['weoweus'],[],https://twitter.com/JFKii/status/1260345516908568576,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,[],,,,
1260344543548968961,1260214303531110402,2020-05-13 07:02:09 CST,2020-05-13,07:02:09,+0800,119506909,melisoncheddar,Melissa Rosenthal,,@jeremysliew @benthompson Now it’s SMS,en,[],[],[],0,0,0,[],[],https://twitter.com/MelisOnCheddar/status/1260344543548968961,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'jeremysliew', 'name': 'Jeremy Liew, Partner at Lightspeed #BLM', 'id': '23976717'}, {'screen_name': 'benthompson', 'name': 'Ben Thompson', 'id': '40273'}]",,,,
1260343145935654912,1260341058032078850,2020-05-13 06:56:36 CST,2020-05-13,06:56:36,+0800,14077987,chrismaddern,Chris Maddern,,@McCroden More the latter,en,[],[],[],1,0,0,[],[],https://twitter.com/chrismaddern/status/1260343145935654912,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'McCroden', 'name': 'Stuart McCroden', 'id': '282445306'}]",,,,
1260342586969133056,1260340420367847424,2020-05-13 06:54:23 CST,2020-05-13,06:54:23,+0800,19909797,rileycnbc,Riley de León,,@AJHorch @DoorDash zume pizza!? (cc: @erprose),en,"[{'screen_name': 'erprose', 'name': 'eric rosenbaum', 'id': '159112176'}]",[],[],2,0,0,[],[],https://twitter.com/RileyCNBC/status/1260342586969133056,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'AJHorch', 'name': 'AJ Horch', 'id': '371883004'}, {'screen_name': 'DoorDash', 'name': 'DoorDash', 'id': '1531669496'}]",,,,
1260341757176397824,1260340420367847424,2020-05-13 06:51:05 CST,2020-05-13,06:51:05,+0800,19909797,rileycnbc,Riley de León,,"@AJHorch @DoorDash ugh, this could’ve been zume’s time to shine 🌟",en,[],[],[],1,0,0,[],[],https://twitter.com/RileyCNBC/status/1260341757176397824,False,,0,,,"40.7580002,-73.985997,2.99km",,,,,"[{'screen_name': 'AJHorch', 'name': 'AJ Horch', 'id': '371883004'}, {'screen_name': 'DoorDash', 'name': 'DoorDash', 'id': '1531669496'}]",,,,
