id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1222306832137453568,1222306832137453568,2020-01-29 07:53:52 CST,2020-01-29,07:53:52,+0800,329929249,tamerkattan,Tamer Kattan,,Just watched a bird poop on a homeless guy. Note to self: complain less…about everything.,en,[],[],[],0,3,23,[],[],https://twitter.com/TamerKattan/status/1222306832137453568,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222306743692165121,1222305054213976064,2020-01-29 07:53:31 CST,2020-01-29,07:53:31,+0800,293065451,oliviamesser,Olivia Messer 🌻,,A kid just held the door so me and my medical boot didn’t miss my connecting train home and I’m not crying you are,en,[],[],[],1,0,15,[],[],https://twitter.com/OliviaMesser/status/1222306743692165121,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222304898458492928,1222304624226504711,2020-01-29 07:46:11 CST,2020-01-29,07:46:11,+0800,102558152,yosoymichael,The Pigeon Pageant,,@ryanstreit 👀,und,[],[],[],1,0,0,[],[],https://twitter.com/yosoymichael/status/1222304898458492928,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'ryanstreit', 'name': 'ryan streit', 'id': '20567827'}]",,,,
1222304332437184512,1222298265426780161,2020-01-29 07:43:56 CST,2020-01-29,07:43:56,+0800,383647766,gregjkrieg,Greg Krieg,,@planoneck PBS asked and she answered.,en,[],[],[],0,0,4,[],[],https://twitter.com/GregJKrieg/status/1222304332437184512,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222300371407851525,1222295598583304192,2020-01-29 07:28:12 CST,2020-01-29,07:28:12,+0800,545556696,ioegreer,joe greer,,@benschuyler hahahaha,tl,[],[],[],0,0,0,[],[],https://twitter.com/ioegreer/status/1222300371407851525,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'benschuyler', 'name': 'Ben Schuyler', 'id': '597195204'}]",,,,
1222299763908935680,1222235274668859394,2020-01-29 07:25:47 CST,2020-01-29,07:25:47,+0800,87180920,kcjohnson9,KC Johnson,,"@CLiberal96 @ScottGreenfield @JohnBoudet @TheAtlantic The only data of which I'm aware on the comparison to other crimes comes from 1990s-era FBI stats (95-97), which showed false reports of rape occurred 4X more often than false reports of other felonies. FBI stopped measuring stat after 1997. Have no idea of Tetlow's source.",en,[],[],[],2,0,3,[],[],https://twitter.com/kcjohnson9/status/1222299763908935680,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'CLiberal96', 'name': 'ClassicalLiberal', 'id': '1149027859165601793'}, {'screen_name': 'ScottGreenfield', 'name': 'Scott Greenfield', 'id': '14792263'}, {'screen_name': 'JohnBoudet', 'name': 'John A. Boudet', 'id': '556760036'}, {'screen_name': 'TheAtlantic', 'name': 'The Atlantic', 'id': '35773039'}]",,,,
1222299197917089793,1222235274668859394,2020-01-29 07:23:32 CST,2020-01-29,07:23:32,+0800,87180920,kcjohnson9,KC Johnson,,"@ScottGreenfield @TheAtlantic Incredibly, the article's ""source"" for the stat (an article in The Cut) is even worse: it claims that a stat on non-reporting ""puts the actual false allegation figure closer to 0.5 percent,"" from a premise that all non-reported allegations should be considered true.",en,[],[],[],3,9,54,[],[],https://twitter.com/kcjohnson9/status/1222299197917089793,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'ScottGreenfield', 'name': 'Scott Greenfield', 'id': '14792263'}, {'screen_name': 'TheAtlantic', 'name': 'The Atlantic', 'id': '35773039'}]",,,,
1222298723096629248,1222298269469986816,2020-01-29 07:21:39 CST,2020-01-29,07:21:39,+0800,15617576,nicolehe,Nicole He,,@chaykak @BloomsburyPub congratssssss x2,en,[],[],[],0,0,1,[],[],https://twitter.com/nicolehe/status/1222298723096629248,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'chaykak', 'name': 'Kyle Chayka', 'id': '14534135'}, {'screen_name': 'BloomsburyPub', 'name': 'Bloomsbury USA', 'id': '20597436'}]",,,,
1222297887910060037,1222276785984999427,2020-01-29 07:18:20 CST,2020-01-29,07:18:20,+0800,3007932069,williamsbob75,Bob Williams,,@MNUFC @durkeee 👏,und,[],[],[],0,0,2,[],[],https://twitter.com/WilliamsBob75/status/1222297887910060037,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'MNUFC', 'name': 'Minnesota United FC', 'id': '102965285'}, {'screen_name': 'durkeee', 'name': 'Eric Durkee', 'id': '137769019'}]",,,,
1222296074876018697,1222295710802104326,2020-01-29 07:11:08 CST,2020-01-29,07:11:08,+0800,1411902361,chayesmatthew,Matthew Chayes,,"(The bike lanes are open, one cop said first.)",en,[],[],[],1,0,3,[],[],https://twitter.com/chayesmatthew/status/1222296074876018697,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222293510726078468,1222279097830670339,2020-01-29 07:00:56 CST,2020-01-29,07:00:56,+0800,53225826,krisplashed,Kristian Winfield,,@JothamKitara 👀👀👀👀👀,und,[],[],[],1,0,0,[],[],https://twitter.com/Krisplashed/status/1222293510726078468,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'JothamKitara', 'name': 'by courtesy of Juliet. 🇺🇬', 'id': '3280890612'}]",,,,
1222293430602289153,1222293430602289153,2020-01-29 07:00:37 CST,2020-01-29,07:00:37,+0800,109029858,susarm,Susie Armitage,,"was it always this cold in New York? she wondered, questioning her life decisions",en,[],[],[],4,0,4,[],[],https://twitter.com/susarm/status/1222293430602289153,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222292535101489154,1222292089398079488,2020-01-29 06:57:04 CST,2020-01-29,06:57:04,+0800,53225826,krisplashed,Kristian Winfield,,@dopeitsdavey Appreciate u bro,en,[],[],[],0,0,1,[],[],https://twitter.com/Krisplashed/status/1222292535101489154,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'dopeitsdavey', 'name': '$waggy D', 'id': '163133524'}]",,,,
1222289735202287617,1222263913531748354,2020-01-29 06:45:56 CST,2020-01-29,06:45:56,+0800,234760096,kurtchristenson,Kurt KC Christenson,,@alex_segura Is John @BoltonStudio doing the graphic novel adaptation?,en,"[{'screen_name': 'boltonstudio', 'name': 'john bolton - artist', 'id': '55281848'}]",[],[],0,0,1,[],[],https://twitter.com/KurtChristenson/status/1222289735202287617,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'alex_segura', 'name': 'Alex Segura', 'id': '18087961'}]",,,,
1222289574032019457,1222285602646888455,2020-01-29 06:45:18 CST,2020-01-29,06:45:18,+0800,58913244,airlineflyer,Jason Rabinowitz,,@RSchlepphorst It's because United doesn't allow carry on bags,en,[],[],[],2,0,0,[],[],https://twitter.com/AirlineFlyer/status/1222289574032019457,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'RSchlepphorst', 'name': 'Rick Schlepphorst', 'id': '245644407'}]",,,,
1222289476879364097,1222289323711696896,2020-01-29 06:44:54 CST,2020-01-29,06:44:54,+0800,24994355,raewitte,rae chill witty,,@chrisgayomali 😭😭😭,und,[],[],[],0,0,1,[],[],https://twitter.com/RaeWitte/status/1222289476879364097,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'chrisgayomali', 'name': 'Chris Gayomali', 'id': '21003977'}]",,,,
1222288753856778240,1222240778270826496,2020-01-29 06:42:02 CST,2020-01-29,06:42:02,+0800,1476281232,lyndseyalana,Lyndsey Havens,,@speriod @wGruger I’m more unwell after seeing this,en,[],[],[],0,0,1,[],[],https://twitter.com/LyndseyAlana/status/1222288753856778240,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'speriod', 'name': 'steven j. horowitz', 'id': '16278968'}, {'screen_name': 'wGruger', 'name': 'William ""Hey, just following up here"" Gruger', 'id': '27950993'}]",,,,
1222288678669684738,1222240778270826496,2020-01-29 06:41:44 CST,2020-01-29,06:41:44,+0800,1476281232,lyndseyalana,Lyndsey Havens,,@speriod This has to come with a warning,en,[],[],[],1,0,2,[],[],https://twitter.com/LyndseyAlana/status/1222288678669684738,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'speriod', 'name': 'steven j. horowitz', 'id': '16278968'}]",,,,
1222286403310145538,1222285602646888455,2020-01-29 06:32:42 CST,2020-01-29,06:32:42,+0800,58913244,airlineflyer,Jason Rabinowitz,,@RSchlepphorst Basic Economy?,it,[],[],[],2,0,0,[],[],https://twitter.com/AirlineFlyer/status/1222286403310145538,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'RSchlepphorst', 'name': 'Rick Schlepphorst', 'id': '245644407'}]",,,,
1222277005913350149,1222265377154985986,2020-01-29 05:55:21 CST,2020-01-29,05:55:21,+0800,26239721,pfpicardi,pfpicardi,,@Nico_Lang @gwenemarie Madame Bovary is the OG Desperate Housewife!!!,en,[],[],[],1,0,2,[],[],https://twitter.com/pfpicardi/status/1222277005913350149,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'Nico_Lang', 'name': 'Dev ⚥', 'id': '213770488'}, {'screen_name': 'gwenemarie', 'name': 'Gwen Ihnat ☃️', 'id': '127639879'}]",,,,
1222276935860006916,1222276935860006916,2020-01-29 05:55:04 CST,2020-01-29,05:55:04,+0800,53225826,krisplashed,Kristian Winfield,,"Kyrie Irving is not listed as out for tomorrow’s game against Detroit. His status can change, but it appears he will play.",en,[],[],[],2,8,60,[],[],https://twitter.com/Krisplashed/status/1222276935860006916,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222275428842426370,1222275428842426370,2020-01-29 05:49:05 CST,2020-01-29,05:49:05,+0800,545556696,ioegreer,joe greer,,great photography takes time,en,[],[],[],11,290,1392,[],[],https://twitter.com/ioegreer/status/1222275428842426370,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222274042499149828,1222269213194276867,2020-01-29 05:43:35 CST,2020-01-29,05:43:35,+0800,597966439,sirbabygirl,SBBG,,@tamsackman Don’t thank me—just keep your head down and tweet,en,[],[],[],0,1,5,[],[],https://twitter.com/sirbabygirl/status/1222274042499149828,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'tamsackman', 'name': 'tam', 'id': '39865201'}]",,,,
1222272549561733124,1222272549561733124,2020-01-29 05:37:39 CST,2020-01-29,05:37:39,+0800,5956982,jennalee,Jennifer Kite-Powell,,Four things I love about today:  1. My recent article on EVs &amp; sustainability coming out tomorrow.   2. The Lincoln commercial with Matthew McConaughey.  3. #SchittsCreek S6 E4 airs tonight.  4.  Talking to @HannaManna about her art gallery in #Oulu Finland.,en,"[{'screen_name': 'hannamanna', 'name': 'hanna manninen', 'id': '17778979'}]",[],[],0,0,1,"['schittscreek', 'oulu']",[],https://twitter.com/jennalee/status/1222272549561733124,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222269318257352706,1222269213194276867,2020-01-29 05:24:48 CST,2020-01-29,05:24:48,+0800,597966439,sirbabygirl,SBBG,,@tamsackman hi,und,[],[],[],0,0,1,[],[],https://twitter.com/sirbabygirl/status/1222269318257352706,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222269274582024193,1222269213194276867,2020-01-29 05:24:38 CST,2020-01-29,05:24:38,+0800,597966439,sirbabygirl,SBBG,,Somebody has to do it and I feel equipped,en,[],[],[],1,0,2,[],[],https://twitter.com/sirbabygirl/status/1222269274582024193,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222269213194276867,1222269213194276867,2020-01-29 05:24:23 CST,2020-01-29,05:24:23,+0800,597966439,sirbabygirl,SBBG,,Today I have decided to retweet everything my ex tam tweets,en,[],[],[],2,0,26,[],[],https://twitter.com/sirbabygirl/status/1222269213194276867,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222264788992045056,1222264012257349634,2020-01-29 05:06:48 CST,2020-01-29,05:06:48,+0800,191671359,stevesweatpants,steven john irby,,@SneakerNews @shanejoneill These the Soulections right?,en,[],[],[],0,0,0,[],[],https://twitter.com/stevesweatpants/status/1222264788992045056,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'SneakerNews', 'name': 'Sneaker News', 'id': '16180874'}, {'screen_name': 'shanejoneill', 'name': 'Shane Oneill', 'id': '41992038'}]",,,,
1222261878740725762,1222261878740725762,2020-01-29 04:55:15 CST,2020-01-29,04:55:15,+0800,258504043,goldenpolaroid,IS THERE A BUDGET?,,Finally listening to Magdalene,en,[],[],[],4,0,37,[],[],https://twitter.com/goldenpolaroid/status/1222261878740725762,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222261610590416897,1222245309817868288,2020-01-29 04:54:11 CST,2020-01-29,04:54:11,+0800,20311344,justanactor,Tom Payne,,"@chrisdelia Ugh, thoughts are with you Chris",en,[],[],[],1,0,99,[],[],https://twitter.com/justanactor/status/1222261610590416897,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'chrisdelia', 'name': ""Chris D'Elia"", 'id': '18494593'}]",,,,
1222260203359481860,1222260203359481860,2020-01-29 04:48:35 CST,2020-01-29,04:48:35,+0800,834001837,isiah4congress,ISIAH JAMES🌹,,"My father gets $767 a/ month in SS Bennifits.   He’s 70yrs old. His living situation got so dire at one point he was resigned to live in a storage locker.   My family’s story isn’t unique.   All over this country seniors are struggling.   We need to increase SS benefits, now.",en,[],[],[],28,301,1178,[],[],https://twitter.com/isiah4congress/status/1222260203359481860,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222257763616808960,1222192213972672513,2020-01-29 04:38:53 CST,2020-01-29,04:38:53,+0800,252374949,tonyahurley,Tonya Hurley,,@ButUCanCallMeZ 🖤🖤,und,[],[],[],1,0,1,[],[],https://twitter.com/TonyaHurley/status/1222257763616808960,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'ButUCanCallMeZ', 'name': 'Z Brewer 💀', 'id': '16365083'}]",,,,
1222256634774401025,1222255633057173507,2020-01-29 04:34:24 CST,2020-01-29,04:34:24,+0800,383647766,gregjkrieg,Greg Krieg,,@DavidWright_CNN 😬🤭,und,[],[],[],0,0,1,[],[],https://twitter.com/GregJKrieg/status/1222256634774401025,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'DavidWright_CNN', 'name': 'David Wright', 'id': '1245458240101638148'}]",,,,
1222254782754193408,1222254782754193408,2020-01-29 04:27:03 CST,2020-01-29,04:27:03,+0800,22705686,goldenboyftw,Goldenboy,,So @OneSaltyNut is 7 Episodes in on Love Island: Australia in one day.  Not sure if I should be embarrassed or proud of her...,en,"[{'screen_name': 'onesaltynut', 'name': 'c*nthia 🇵🇪', 'id': '956263517916663811'}]",[],[],3,0,11,[],[],https://twitter.com/GoldenboyFTW/status/1222254782754193408,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222253442904838144,1222253442904838144,2020-01-29 04:21:43 CST,2020-01-29,04:21:43,+0800,252374949,tonyahurley,Tonya Hurley,,"My kid had to write an essay on the person who has impacted her life the most. Lots of her classmates picked their moms, pop stars or political figures. My kid chose Diane Keaton.",en,[],[],[],3,0,30,[],[],https://twitter.com/TonyaHurley/status/1222253442904838144,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222252986396745734,1222252986396745734,2020-01-29 04:19:54 CST,2020-01-29,04:19:54,+0800,109029858,susarm,Susie Armitage,,my brain is such oatmeal I am actually starting my taxes to avoid writing a pitch,en,[],[],[],1,0,15,[],[],https://twitter.com/susarm/status/1222252986396745734,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1222251067062325250,1222202275038486528,2020-01-29 04:12:17 CST,2020-01-29,04:12:17,+0800,58587591,nicholasgazin,𝕹𝖎𝖈𝖍𝖔𝖑𝖆𝖘 𝕲𝖆𝖟𝖎𝖓,,@mollylambert @frynaomifry My cat has also swallowed and barfed a couple. be careful it doesn’t have any metal on it,en,[],[],[],0,0,2,[],[],https://twitter.com/NicholasGazin/status/1222251067062325250,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'mollylambert', 'name': 'Molly Lambert 🦔', 'id': '136220221'}, {'screen_name': 'frynaomifry', 'name': 'Naomi Fry', 'id': '2353654050'}]",,,,
1222251050167566338,1222205558117126144,2020-01-29 04:12:13 CST,2020-01-29,04:12:13,+0800,234760096,kurtchristenson,Kurt KC Christenson,,@PaulTobin Some original art has been rediscovered by Kyle recently so he’s been selling it on @HeritageAuction including some work from both of those and more. Also would anyone be interested in commissions?,en,"[{'screen_name': 'heritageauction', 'name': 'heritage auctions', 'id': '26989620'}]",[],[],1,0,2,[],[],https://twitter.com/KurtChristenson/status/1222251050167566338,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'PaulTobin', 'name': 'Paul Tobin', 'id': '20078986'}]",,,,
1222248082638802944,1222237397519339521,2020-01-29 04:00:25 CST,2020-01-29,04:00:25,+0800,102558152,yosoymichael,The Pigeon Pageant,,@rossleonardy Ooop!,und,[],[],[],0,0,0,[],[],https://twitter.com/yosoymichael/status/1222248082638802944,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'rossleonardy', 'name': 'Vodka from the Skincare Fridge, BFA Fashion Design', 'id': '16131146'}]",,,,
1222247609097707523,1222228669088911361,2020-01-29 03:58:32 CST,2020-01-29,03:58:32,+0800,234760096,kurtchristenson,Kurt KC Christenson,,"@thefyredragon @funrama No not you, you get back to work!",en,[],[],[],1,0,1,[],[],https://twitter.com/KurtChristenson/status/1222247609097707523,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'thefyredragon', 'name': 'William Grapes', 'id': '53589696'}, {'screen_name': 'funrama', 'name': 'Ryan Kelly', 'id': '8066652'}]",,,,
1222247285389758467,1222222646886174721,2020-01-29 03:57:15 CST,2020-01-29,03:57:15,+0800,191671359,stevesweatpants,steven john irby,,@NIGELNASTY @visualsbypierre You know le vibes. We should exchange notes lol,en,[],[],[],1,0,1,[],[],https://twitter.com/stevesweatpants/status/1222247285389758467,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'visualsbypierre', 'name': 'PiERRE', 'id': '24159516'}]",,,,
1222243139769028609,1222230235082457088,2020-01-29 03:40:47 CST,2020-01-29,03:40:47,+0800,88856498,aanavee,Ana Villafañe,,@jordanrosstv (you see Ana Villafañe💅),es,[],[],[],0,0,7,[],[],https://twitter.com/aanavee/status/1222243139769028609,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'jordanrosstv', 'name': 'Jordan Ross Schindler', 'id': '38867536'}]",,,,
