id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1232455117686767617,1232435779244195846,2020-02-26 07:59:32 CST,2020-02-26,07:59:32,+0800,69470689,calencarr,Calen Carr,,@MattDoyle76 @TaylorTwellman **Same goes for CJ &amp; @supersega13,en,"[{'screen_name': 'supersega13', 'name': 'gonzalo segares', 'id': '1270733732'}]",[],[],1,0,1,[],[],https://twitter.com/CalenCarr/status/1232455117686767617,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'MattDoyle76', 'name': 'Matthew Doyle', 'id': '195100261'}, {'screen_name': 'TaylorTwellman', 'name': 'Taylor Twellman', 'id': '54626493'}]",,,,
1232454849297604610,1232435779244195846,2020-02-26 07:58:28 CST,2020-02-26,07:58:28,+0800,69470689,calencarr,Calen Carr,,@MattDoyle76 @TaylorTwellman Don’t make me go into my #cf97 preseason “sugar packet” tactical session where Carlos De Los Cobos told me he wanted to convert me to a sweeper with CJ Brown and Gonzalo Segares man-marking in-front of me. @TaylorTwellman wouldn’t have stood a chance 💀,en,"[{'screen_name': 'taylortwellman', 'name': 'taylor twellman', 'id': '54626493'}]",[],[],2,0,6,['cf97'],[],https://twitter.com/CalenCarr/status/1232454849297604610,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'MattDoyle76', 'name': 'Matthew Doyle', 'id': '195100261'}, {'screen_name': 'TaylorTwellman', 'name': 'Taylor Twellman', 'id': '54626493'}]",,,,
1232452383927463938,1232452383927463938,2020-02-26 07:48:40 CST,2020-02-26,07:48:40,+0800,18639738,tunkuv,Tunku  Varadarajan,,"Mr Modi, Mr Shah, you and your people and your values have turned Delhi into Gujarat. A place of hate, violence, impunity, and bigotry.",en,[],[],[],2,5,18,[],[],https://twitter.com/tunkuv/status/1232452383927463938,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
1232447249499607041,1232352818130030592,2020-02-26 07:28:16 CST,2020-02-26,07:28:16,+0800,153517357,aaronjmate,Aaron Maté,,@KrugSpencer Grateful that I got the chance to head-bob and sing along. Safe travels back to the island!,en,[],[],[],0,0,3,[],[],https://twitter.com/aaronjmate/status/1232447249499607041,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'KrugSpencer', 'name': 'Spencer Krug', 'id': '960834777711456257'}]",,,,
1232447149356417024,1232446770258444290,2020-02-26 07:27:52 CST,2020-02-26,07:27:52,+0800,24994355,raewitte,rae chill witty,,@OluAlege I saw y’all this morning while I was at the gym and fumbled getting the video so hard 😑,en,[],[],[],1,0,0,[],[],https://twitter.com/RaeWitte/status/1232447149356417024,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'OluAlege', 'name': 'Olu Alege', 'id': '31138982'}]",,,,
1232446935639851008,1232253538908151808,2020-02-26 07:27:01 CST,2020-02-26,07:27:01,+0800,3349241,timfullerton,Tim Fullerton,,"@moorehn Ha yeah I always wanted to like him more than I did. But I love what Springsteen did with his verses, backing vocals and the solos. Think the way you described it was spot on that he added depth. Would love to hear a studio recording with him on it.",en,[],[],[],0,0,1,[],[],https://twitter.com/TimFullerton/status/1232446935639851008,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'moorehn', 'name': 'Heidi N. Moore', 'id': '17698956'}]",,,,
1232446395686113281,1232435930616586240,2020-02-26 07:24:53 CST,2020-02-26,07:24:53,+0800,102558152,yosoymichael,The Pigeon Pageant,,@mynameisjro It’s all I can see tbh.,en,[],[],[],0,0,1,[],[],https://twitter.com/yosoymichael/status/1232446395686113281,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'mynameisjro', 'name': 'Jason #StopSISEA Rosenberg', 'id': '83075662'}]",,,,
1232446064117997569,1232369482259148800,2020-02-26 07:23:34 CST,2020-02-26,07:23:34,+0800,27512619,thebgates,BG,,@DartDClark I haven’t lived in Charleston for quite some time. Maybe my friends @ExcuseMyFly and @butterprican can make some suggestions.,en,"[{'screen_name': 'excusemyfly', 'name': 'okra soup.', 'id': '85492444'}, {'screen_name': 'butterprican', 'name': 'snack queen', 'id': '56517051'}]",[],[],0,0,0,[],[],https://twitter.com/TheBGates/status/1232446064117997569,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'DartDClark', 'name': 'Dartunorro D. Clark', 'id': '211301250'}]",,,,
1232445970899558401,1232439457309085702,2020-02-26 07:23:11 CST,2020-02-26,07:23:11,+0800,18146725,jasoncfry,Jason Fry,,@pablohidalgo Will there be a sheet cake in the break room?,en,[],[],[],0,0,7,[],[],https://twitter.com/jasoncfry/status/1232445970899558401,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'pablohidalgo', 'name': 'Sy Ableman?', 'id': '36995380'}]",,,,
1232445477695549441,1232443498806173697,2020-02-26 07:21:14 CST,2020-02-26,07:21:14,+0800,15223870,mottel,Mordechai Lightstone,,@swodinsky But it your OCD also means you'll be driven to get an even better scoop after that...,en,[],[],[],1,0,1,[],[],https://twitter.com/Mottel/status/1232445477695549441,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'swodinsky', 'name': 'shoshana wodinsky', 'id': '2908572178'}]",,,,
1232445407357063170,1232442850593239040,2020-02-26 07:20:57 CST,2020-02-26,07:20:57,+0800,27512619,thebgates,BG,,@xirclebox I’ve listened like 15 times. lol,en,[],[],[],1,0,1,[],[],https://twitter.com/TheBGates/status/1232445407357063170,False,,0,,,"40.650002,-73.949997,1km",,,,,"[{'screen_name': 'xirclebox', 'name': 'xirclebox 💻', 'id': '7062512'}]",,,,
1232444151410515968,1232442850593239040,2020-02-26 07:15:58 CST,2020-02-26,07:15:58,+0800,27512619,thebgates,BG,,"@tamakloeee Look. I’m just trying to inform the masses that R&amp;B isn’t dead, okay? Don’t shoot the messenger? 😂😂😂",en,[],[],[],0,0,0,[],[],https://twitter.com/TheBGates/status/1232444151410515968,False,,0,,,"40.650002,-73.949997,1km",,,,,[],,,,
